"locationid","locationname","time","s0001","s0002","s0005","s0010","s0025","s0050","s0100","s0250","s0500","s1000","surgedist_location","surgedist_scale","surgedist_number_events","surgedist_shape","surgedist_type"
"CLS_USA_00702","1265",1995,0.619916187534771,0.698468242665807,0.698468242665807,0.774716041768834,0.812424162252591,0.840113256302026,0.867360184554795,0.867360184554795,0.867360184554795,0.955733903100718,0.774425855884263,0.0411351965540789,1,-0.0123950500373556,"GEV"
"CLS_USA_00703","1265",1995,0.619916187534771,0.698468242665807,0.698468242665807,0.774716041768834,0.812424162252591,0.840113256302026,0.867360184554795,0.867360184554795,0.867360184554795,0.955733903100718,0.774425855884263,0.0411351965540789,1,-0.0123950500373556,"GEV"
"CLS_USA_00704","1265",1995,0.619916187534771,0.698468242665807,0.698468242665807,0.774716041768834,0.812424162252591,0.840113256302026,0.867360184554795,0.867360184554795,0.867360184554795,0.955733903100718,0.774425855884263,0.0411351965540789,1,-0.0123950500373556,"GEV"
"CLS_USA_00705","461",1995,0.620687041741302,0.752068947877353,0.752068947877353,0.97700515441353,1.14566881168613,1.30416178510006,1.49665910010471,1.49665910010471,1.49665910010471,2.49357276755975,0.793988494722957,0.080921478879877,1,0.287965417430915,"GEV"
"CLS_USA_00706","8515",1995,0.6453129523097,0.823959719283517,0.823959719283517,0.938654780996549,0.980028819982022,1.00536778493965,1.02675902483482,1.02675902483482,1.02675902483482,1.07724635415457,0.859038220851945,0.0817293645300271,1,-0.231068328610002,"GEV"
"CLS_USA_00707","265",1995,0.526012623916794,0.788831098713087,0.788831098713087,0.958726955158846,1.02034036061936,1.05818886216533,1.09022200641411,1.09022200641411,1.09022200641411,1.16621394794081,0.810249658458396,0.120520854869815,1,-0.227442409537196,"GEV"
"CLS_USA_00708","6166",1995,2.44374985306789,2.65285181209523,2.65285181209523,2.82466868808771,2.8995862287937,2.95072719902768,2.99803641122451,2.99803641122451,2.99803641122451,3.13271299386127,2.20417360997193,0.103874055700916,1,-0.100550580538401,"GEV"
"CLS_USA_00709","6167",1995,2.4388670380933,2.65306191991358,2.65306191991358,2.82273130362201,2.8946754825375,2.94300338392508,2.98710701461682,2.98710701461682,2.98710701461682,3.10915876878009,2.20405990139296,0.105144279160641,1,-0.119935011560515,"GEV"
"CLS_USA_00710","6168",1995,2.40863702958997,2.61792172865908,2.61792172865908,2.79745752868633,2.87834415722639,2.93461249925343,2.98750289336594,2.98750289336594,2.98750289336594,3.14318499223359,2.16853098576581,0.105415492143351,1,-0.077763523464365,"GEV"
"CLS_USA_00711","1434",1995,2.24340387380976,2.40918282839579,2.40918282839579,2.58488231286875,2.67767866336364,2.74848579257489,2.82047060946993,2.82047060946993,2.82047060946993,3.07090056632056,2.01099232570102,0.0891791602584528,1,0.034113678480336,"GEV"
"CLS_USA_00712","6170",1995,3.04594771444991,3.21699193120999,3.21699193120999,3.36918222732304,3.43967171611647,3.489498445726,3.53697265836187,3.53697265836187,3.53697265836187,3.68075391210949,2.78658564191227,0.0871619044159015,1,-0.0584363525723782,"GEV"
"CLS_USA_00713","6171",1995,2.24877237981295,2.39772656251351,2.39772656251351,2.5626835891928,2.65270057035469,2.72271565155417,2.79506425433943,2.79506425433943,2.79506425433943,3.05581852291362,1.97035331504893,0.0811928869980581,1,0.0573591377304225,"GEV"
"CLS_USA_00714","1434",1995,2.24260387380976,2.40838282839579,2.40838282839579,2.58408231286875,2.67687866336364,2.74768579257489,2.81967060946993,2.81967060946993,2.81967060946993,3.07010056632056,2.01099232570102,0.0891791602584528,1,0.034113678480336,"GEV"
"CLS_USA_00715","6172",1995,3.01126525421118,3.22166920268662,3.22166920268662,3.4163018972201,3.50913377430625,3.57587992730119,3.64039810266267,3.64039810266267,3.64039810266267,3.8418522786999,2.74736223891057,0.108541213211666,1,-0.037867769818558,"GEV"
